stock_type,name,variant_name,karat_color,stock_code,location_name,dept,party,vendor_party,owner_party,pcs,total_weight,net_weight,pg_weight,metal_rate,bom_variant_name,stone_pcs,stone_weight,stone_rate,stock_value,labour_value,wastage
COMPANY STOCK,RJTCHNREGREG-159,RJTCHNREGREG-159-1,"22KT,YELLOW",SCHN81479,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,23.597,23.597,21.709,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,182.18,AG-22KT-YELLOW,0,23.597,0,72595.7,,
COMPANY STOCK,RJTCHNREGREG-186,RJTCHNREGREG-186-1,"22KT,YELLOW",SCHN92449,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,IN HOUSE (164),,1,42.18,42.18,38.806,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,101.92,AG-22KT-YELLOW,0,42.18,0,21.09,,
COMPANY STOCK,MCNCHNREGREG-892,MCNCHNREGREG-892-1,"22KT,YELLOW",SCHN86285,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,3.54,3.54,3.257,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,1173.23,AG-22KT-YELLOW,0,3.54,0,9641.04,,
COMPANY STOCK,FCYCHNREGREG-186,FCYCHNREGREG-186-1,"22KT,YELLOW",SCHN86300,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,15.36,15.36,14.131,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,275.14,AG-22KT-YELLOW,0,15.36,0,41832.29,,
COMPANY STOCK,RJTCHNREGREG-176,RJTCHNREGREG-176-1,"22KT,YELLOW",SCHN86374,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,26.91,26.91,24.757,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,159.75,AG-22KT-YELLOW,0,26.91,0,73288.21,,
COMPANY STOCK,MCNCHNREGREG-812,MCNCHNREGREG-812-1,"22KT,YELLOW",SCHN90236,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,GUPTA GOLD,,1,11.075,11.075,10.189,0,,0,0,0,0,0,16
,,,,,,FG-HIMSHW,,,,0,0,0,0,381.59,AG-22KT-YELLOW,0,11.075,0,31331.54,,
COMPANY STOCK,CBTCHNREGREG-876,CBTCHNREGREG-876-1,"22KT,YELLOW",SCHN80123,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,DIVIJA JEWELS,,1,20.3,20.3,18.676,0,,0,0,0,0,0,14
,,,,,,FG-HIMSHW,,,,0,0,0,0,204.59,AG-22KT-YELLOW,0,20.3,0,85307.34,,
COMPANY STOCK,MCNBNGS02REG-905,MCNBNGS02REG-905-1,"22KT,YELLOW",SBNG76505,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,M/s.SRI SAINATH JEWELLERS,,1,30.173,30.173,27.759,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,274.3,AG-22KT-YELLOW,0,15.141,0,41789.16,,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,276.29,AG-22KT-YELLOW,0,15.032,0,41488.32,,
COMPANY STOCK,FCYMSRREGREG-68,FCYMSRREGREG-68-1,"22KT,YELLOW",SMSR70479,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Shringar House Of Mangalasutra Pvt Ltd,,1,7.81,6.74,6.201,0,,0,0,0,0,0,15
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,BLBMIXMIXMIXMIX,1,5.35,9.35,53.5,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,637.83,AG-22KT-YELLOW,0,6.74,0,18602.4,,
COMPANY STOCK,MCNCHNREGREG-29,MCNCHNREGREG-29-1,"22KT,YELLOW",CHN56609,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,GUPTA GOLD,,1,38.28,38.28,35.218,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,110.4,AG-22KT-YELLOW,0,38.28,0,99882.32,,
OWNER STOCK,MCNBNGS04REG-619,MCNBNGS04REG-619-1,"22KT,YELLOW",SBNG36824,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,M/s.SRI SAINATH JEWELLERS,M/s.SRI SAINATH JEWELLERS,1,32.554,32.554,29.95,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,127.58,AG-22KT-YELLOW,0,32.554,0,0,,
COMPANY STOCK,MCNBNGS04REG-157,MCNBNGS04REG-157-1,"22KT,YELLOW",SBNG9298,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,R B Jewels & Gold LLP,,1,53.125,53.125,48.875,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,79.55,AG-22KT-YELLOW,0,53.125,0,146625,,
COMPANY STOCK,MCNBNGS01REG-93,MCNBNGS04REG-93-1,"22KT,YELLOW",SBNG63680,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,M/s.SRI SAINATH JEWELLERS,,1,48.772,48.772,44.87,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,329.88,AG-22KT-YELLOW,0,12.59,0,34748.4,,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,340.37,AG-22KT-YELLOW,0,12.202,0,33677.52,,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,347.55,AG-22KT-YELLOW,0,11.95,0,32982,,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,345.24,AG-22KT-YELLOW,0,12.03,0,33202.8,,
COMPANY STOCK,FCYCHNREGREG-67,FCYCHNREGREG-67-1,"22KT,YELLOW",SCHN15195,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,BLR-PRODUCTION,,ARHAM JEWELLERS,,1,10.53,10.53,9.688,0,,0,0,0,0,0,18
,,,,,,BLR-PRODUCTION,,,,0,0,0,0,408.26,AG-22KT-YELLOW,0,10.53,0,34749,,
COMPANY STOCK,MCNBNGS02BBY-152,MCNBNGS02BBY-152-1,"22KT,YELLOW",SBNG8958,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,BLR-PRODUCTION,,M/s.SRI SAINATH JEWELLERS,,2,14.228,14.228,13.09,0,,0,0,0,0,0,15
,,,,,,BLR-PRODUCTION,,,,0,0,0,0,286.79,AG-22KT-YELLOW,0,14.228,0,39269.28,,
COMPANY STOCK,MCNBNGS01REG-328,MCNBNGS01REG-328-1,"22KT,YELLOW",SBNG8070,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,BLR-PRODUCTION,,Aarpee Bangles,,1,14.91,14.91,13.717,0,,0,0,0,0,0,15
,,,,,,BLR-PRODUCTION,,,,0,0,0,0,278.55,AG-22KT-YELLOW,0,14.91,0,41151.6,,
COMPANY STOCK,MCNBNGS08ROD-981,MCNBNGS08ROD-981-1,"22KT,YELLOW",CBNG87536,Gudivada Mobile Marketing,FINISHED GOODS-GDVDMM,,Anmol Jewellers,,1,78.14,78.14,71.889,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-GDVDMM,,,,0,0,0,0,54.08,AG-22KT-YELLOW,0,78.14,0,215918.73,,
COMPANY STOCK,MCNBNGS04REG-950,MCNBNGS04REG-950-1,"22KT,YELLOW",CBNG85298,Gudivada Mobile Marketing,FINISHED GOODS-GDVDMM,,JAIGURU GANESH JEWELLERS AND MANUFACTURERS,,1,60.5,60.5,55.66,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-GDVDMM,,,,0,0,0,0,69.85,AG-22KT-YELLOW,0,60.5,0,170188.87,,
COMPANY STOCK,CBTCHNREGREG-999,CBTCHNREGREG-999-1,"22KT,YELLOW",CCHN87380,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Singar Santosh R,,1,40.29,40.29,37.067,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,106.7,AG-22KT-YELLOW,0,40.29,0,144258.61,,
COMPANY STOCK,RJTCHNREGREG-157,RJTCHNREGREG-157-1,"22KT,YELLOW",SCHN81453,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,5.269,5.269,4.847,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,815.9,AG-22KT-YELLOW,0,5.269,0,16209.97,,
COMPANY STOCK,ITLCHNREGROD-3,FCYCHNREGROD-3-1,"22KT,YELLOW",SCHN74732,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,RITIKA CHAINS,,1,16.62,16.62,15.29,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,258.66,AG-22KT-YELLOW,0,16.62,0,2306.48,,
OWNER STOCK,MCNBNGS06REG-663,MCNBNGS04REG-663-1,"22KT,YELLOW",SBNG56142,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,M/s.SRI SAINATH JEWELLERS,M/s.SRI SAINATH JEWELLERS,1,39.97,39.97,36.772,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,105.12,AG-22KT-YELLOW,0,39.51,0,0,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,9028.8,AG-22KT-YELLOW,0,0.46,0,1330.27,,
COMPANY STOCK,RJTCHNREGREG-150,RJTCHNREGREG-150-1,"22KT,YELLOW",SCHN81468,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,9.4,9.4,8.648,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,457.34,AG-22KT-YELLOW,0,9.4,0,28918.91,,
COMPANY STOCK,MCNBNGS02REG-442,MCNBNGS02REG-442-1,"22KT,YELLOW",SBNG63295,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Aarpee Bangles,,1,29.905,29.905,27.513,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,277.16,AG-22KT-YELLOW,0,14.985,0,41358.6,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,278.37,AG-22KT-YELLOW,0,14.92,0,41179.2,,
COMPANY STOCK,MCNCHNREGREG-816,MCNCHNREGREG-816-1,"22KT,YELLOW",SCHN84854,Shimoga Mobile Marketing,FINISHED GOODS-AKPMM,,GUPTA GOLD,,1,13.91,13.91,12.797,0,,0,0,0,0,0,16
,,,,,,FINISHED GOODS-AKPMM,,,,0,0,0,0,303.82,AG-22KT-YELLOW,0,13.91,0,45285.27,,
COMPANY STOCK,MCNCHNREGREG-873,MCNCHNREGREG-873-1,"22KT,YELLOW",SCHN86281,Shimoga Mobile Marketing,FINISHED GOODS-AKPMM,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,12.04,12.04,11.077,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-AKPMM,,,,0,0,0,0,344.95,AG-22KT-YELLOW,0,12.04,0,32790.41,,
COMPANY STOCK,CBTCHNREGREG-990,CBTCHNREGREG-990-1,"22KT,YELLOW",SCHN86772,Shimoga Mobile Marketing,FINISHED GOODS-AKPMM,,MACALUCKSHMI JEWELLERS,,1,18.84,18.84,17.333,0,,0,0,0,0,0,16
,,,,,,FINISHED GOODS-AKPMM,,,,0,0,0,0,224.32,AG-22KT-YELLOW,0,18.84,0,57905.57,,
COMPANY STOCK,CBTCHNREGREG-964,CBTCHNREGREG-964-1,"22KT,YELLOW",SCHN85308,Kurnool Mobile Marketing,FINISHED GOODS-APKUMM,,Kanan (K),,1,48.73,48.73,44.832,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-APKUMM,,,,0,0,0,0,86.73,AG-22KT-YELLOW,0,48.73,0,136506.5,,
COMPANY STOCK,CBTCHNREGREG-972,CBTCHNREGREG-972-1,"22KT,YELLOW",SCHN85322,Kurnool Mobile Marketing,FINISHED GOODS-APKUMM,,Kanan (K),,1,47.25,47.25,43.47,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-APKUMM,,,,0,0,0,0,89.44,AG-22KT-YELLOW,0,47.25,0,132360.6,,
COMPANY STOCK,REGMALREGREG-229,REGMALREGREG-229-1,"14,YELLOW",SMAL7793,PMJ&GEMS-B-C-BANJARA HILLS-HO,Distribution Location,,M/S NATIONAL FACETS,,1,73.951,0.001,0.001,0,,0,0,0,0,0,15
,,,,,,Distribution Location,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,365,0.55,25550,,
,,,,,,Distribution Location,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
,,,,,,Distribution Location,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,1,4.75,52.63,403.75,,
COMPANY STOCK,REGMALREGREG-367,REGMALREGREG-367-1,"14,YELLOW",SMAL10163,PMJ&GEMS-B-C-BANJARA HILLS-HO,Distribution Location,,M/S NATIONAL FACETS,,1,70.303,0.001,0.001,0,,0,0,0,0,0,27
,,,,,,Distribution Location,,,,0,0,0,0,0,DORMIXMIXMIX,1,12.18,0,121.8,,
,,,,,,Distribution Location,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
,,,,,,Distribution Location,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,339.33,0.44,23753.1,,
COMPANY STOCK,FCYCHNREGREG-137,FCYCHNREGREG-137-1,"22KT,YELLOW",SCHN15145,Hubli Mobile Marketing,FG-HBLI,,ARHAM JEWELLERS,,1,11.21,11.21,10.313,0,,0,0,0,0,0,18
,,,,,,FG-HBLI,,,,0,0,0,0,383.49,AG-22KT-YELLOW,0,11.21,0,36993,,
COMPANY STOCK,CRTBRCLSEREG-27,CRTBRCLSEREG-27-1,"22KT,YELLOW",CBRC67639,Davanagere Mobile Marketing,DVNG-FG,,Chains Corner Jewellery (I) PLtd,,1,16.4,16.4,15.088,0,,0,0,0,0,0,16
,,,,,,DVNG-FG,,,,0,0,0,0,257.69,AG-22KT-YELLOW,0,16.4,0,52479.23,,
COMPANY STOCK,CBTCHNREGREG-911,CBTCHNREGREG-911-1,"22KT,YELLOW",SCHN81496,Davanagere Mobile Marketing,DVNG-FG,,GUPTA GOLD,,1,16.405,16.405,15.093,0,,0,0,0,0,0,18
,,,,,,DVNG-FG,,,,0,0,0,0,257.61,AG-22KT-YELLOW,0,16.405,0,34600.99,,
COMPANY STOCK,RJTCHNREGREG-195,RJTCHNREGREG-195-1,"22KT,YELLOW",SCHN92457,Davanagere Mobile Marketing,DVNG-FG,,IN HOUSE (164),,1,28.65,28.65,26.358,0,,0,0,0,0,0,27
,,,,,,DVNG-FG,,,,0,0,0,0,150.05,AG-22KT-YELLOW,0,28.65,0,14.33,,
COMPANY STOCK,MCNCHNREGREG-221,MCNCHNREGREG-221-1,"22KT,YELLOW",SCHN30136,Davanagere Mobile Marketing,DVNG-FG,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,3.95,3.95,3.634,0,,0,0,0,0,0,16
,,,,,,DVNG-FG,,,,0,0,0,0,996.12,AG-22KT-YELLOW,0,3.95,0,13950.99,,
COMPANY STOCK,CBTCHNREGREG-907,CBTCHNREGREG-907-1,"22KT,YELLOW",SCHN81492,Davanagere Mobile Marketing,DVNG-FG,,GUPTA GOLD,,1,8.023,8.023,7.381,0,,0,0,0,0,0,16
,,,,,,DVNG-FG,,,,0,0,0,0,526.76,AG-22KT-YELLOW,0,8.023,0,16921.48,,
COMPANY STOCK,MCNCHNREGREG-774,MCNCHNREGREG-774-1,"22KT,YELLOW",SCHN67807,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,I.K.JEWELLERS,,1,11.93,11.93,10.976,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,348.13,AG-22KT-YELLOW,0,11.93,0,38116.35,,
COMPANY STOCK,MCNCHNREGREG-173,MCNCHNREGREG-173-1,"22KT,YELLOW",SCHN30168,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,8.52,8.52,7.838,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,461.81,AG-22KT-YELLOW,0,8.52,0,30091.75,,
COMPANY STOCK,MCNCHNREGREG-647,MCNCHNREGREG-647-1,"22,YELLOW",SCHN46040,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,5,5,4.6,0,,0,0,0,0,0,14
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,830.65,AG-22KT-YELLOW,0,5,0,17305.2,,
COMPANY STOCK,CBTCHNREGREG-823,CBTCHNREGREG-823-1,"22KT,YELLOW",SCHN67492,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,I.K.JEWELLERS,,1,11.94,11.94,10.985,0,,0,0,0,0,0,16
,,,,,,FG-HIMSHW,,,,0,0,0,0,353.95,AG-22KT-YELLOW,0,11.94,0,38148.3,,
COMPANY STOCK,MCNCHNREGREG-605,MCNCHNREGREG-605-1,"22KT,YELLOW",SCHN46050,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,8.149,8.149,7.497,0,,0,0,0,0,0,14
,,,,,,FG-HIMSHW,,,,0,0,0,0,509.66,AG-22KT-YELLOW,0,8.149,0,28204.01,,
COMPANY STOCK,CBTCHNREGREG-345,CBTCHNREGREG-345-1,"22KT,YELLOW",SCHN12853,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,I.K.JEWELLERS,,1,8.04,8.04,7.397,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,534.7,AG-22KT-YELLOW,0,8.04,0,22190.4,,
COMPANY STOCK,CBTCHNREGREG-757,CBTCHNREGREG-757-1,"22KT,YELLOW",SCHN70092,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,DIVIJA JEWELS,,1,12.23,12.23,11.252,0,,0,0,0,0,0,16
,,,,,,FG-HIMSHW,,,,0,0,0,0,345.55,AG-22KT-YELLOW,0,12.23,0,34224.65,,
COMPANY STOCK,NWBCHNREGREG-7,NWBCHNREGREG-7-1,"22KT,YELLOW",SCHN67553,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,I.K.JEWELLERS,,1,15.09,15.09,13.883,0,,0,0,0,0,0,16
,,,,,,FG-HIMSHW,,,,0,0,0,0,280.06,AG-22KT-YELLOW,0,15.09,0,48212.55,,
COMPANY STOCK,MCNCHNREGREG-88,MCNCHNREGREG-88-1,"22KT,YELLOW",SCHN73795,PMJ GEMS-B-C-COIMBATORE-SHOWROOM,TNCOSHW-FG,,IN HOUSE (164),,1,27.39,27.39,25.199,0,,0,0,0,0,0,15
,,,,,,TNCOSHW-FG,,,,0,0,0,0,154.29,AG-22KT-YELLOW,0,27.39,0,0,,
COMPANY STOCK,CBTCHNREGREG-1025,CBTCHNREGREG-1025-1,"22KT,YELLOW",SCHN90343,PMJ GEMS-B-C-COIMBATORE-SHOWROOM,TNCOSHW-FG,,DIVIJA JEWELS,,1,8.37,8.37,7.7,0,,0,0,0,0,0,15
,,,,,,TNCOSHW-FG,,,,0,0,0,0,504.91,AG-22KT-YELLOW,0,8.37,0,23753.92,,
COMPANY STOCK,MCNBNGS02BBY-100,MCNBNGS02BBY-100-1,"22KT,YELLOW",SBNG8604,PMJ GEMS-B-C-COIMBATORE-SHOWROOM,TNCOSHW-FG,,SRIKANTA GHOSH (44),,1,17.77,17.77,16.348,0,,0,0,0,0,0,27
,,,,,,TNCOSHW-FG,,,,0,0,0,0,241.92,AG-22KT-YELLOW,0,17.77,0,49045.2,,
COMPANY STOCK,REGMALREGREG-396,REGMALREGREG-396-1,"14,YELLOW",SMAL11066,PMJ&GEMS-B-C-BANJARA HILLS-HO,DIA STOCK REPAIR,,M/S NATIONAL FACETS,,1,70.101,0.001,0.001,0,,0,0,0,0,0,15
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,DORMIXMIXMIX,1,29.5,0,295,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,321,1.46,22470,,
COMPANY STOCK,REGMALREGREG-110,REGMALREGREG-110-1,"14,YELLOW",SMAL9321,PMJ&GEMS-B-C-BANJARA HILLS-HO,DIA STOCK REPAIR,,M/S NATIONAL FACETS,,1,84.851,0.001,0.001,0,,0,0,0,0,0,15
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,387.68,0.46,27137.6,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,DORMIXMIXMIX,1,36.57,0,365.7,,
COMPANY STOCK,REGMALREGREG-158,REGMALREGREG-158-1,"14,YELLOW",SMAL9833,PMJ&GEMS-B-C-BANJARA HILLS-HO,DIA STOCK REPAIR,,M/S NATIONAL FACETS,,1,81.761,0.001,0.001,0,,0,0,0,0,0,27
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,DORMIXMIXMIX,1,21.8,0,218,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,387,0.26,27090,,
COMPANY STOCK,REGMALREGREG-79,REGMALREGREG-79-1,"14,YELLOW",SMAL8764,PMJ&GEMS-B-C-BANJARA HILLS-HO,DIA STOCK REPAIR,,M/S NATIONAL FACETS,,1,82.031,0.001,0.001,0,,0,0,0,0,0,15
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,379,1.06,26530,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,DORMIXMIXMIX,1,31.15,0,311.5,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
COMPANY STOCK,MCNBNGS02REG-629,MCNBNGS02REG-629-1,"22KT,YELLOW",SBNG37564,Chennai Mobile Marketing,FINISHED GOODS-TNCHMM,,DHANRAJ BANGLES,,1,32.95,32.95,30.314,0,,0,0,0,0,0,15
,,,,,,FINISHED GOODS-TNCHMM,,,,0,0,0,0,128.26,AG-22KT-YELLOW,0,32.95,0,103262.01,,
COMPANY STOCK,TALCHNREGREG-2,TALCHNREGREG-2-1,"22KT,YELLOW",SCHN78660,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,SUKUMAR MONDAL (14)-JW,,1,34.92,34.92,32.126,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,123.11,AG-22KT-YELLOW,0,34.92,0,61953.76,,
COMPANY STOCK,CBTCHNREGREG-819,CBTCHNREGREG-819-1,"22KT,YELLOW",SCHN67488,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,I.K.JEWELLERS,,1,12.14,12.14,11.169,0,,0,0,0,0,0,16
,,,,,,FG-HIMSHW,,,,0,0,0,0,348.11,AG-22KT-YELLOW,0,12.14,0,38787.3,,
OWNER STOCK,MCNBNGS04REG-885,MCNBNGS04REG-885-1,"22KT,YELLOW",SBNG56143,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,M/s.SRI SAINATH JEWELLERS,M/s.SRI SAINATH JEWELLERS,1,40.29,40.29,37.067,0,,0,0,0,0,0,14
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,103.08,AG-22KT-YELLOW,0,40.29,0,0,,
COMPANY STOCK,FCYCHNREGREG-120,FCYCHNREGREG-120-1,"22KT,YELLOW",SCHN15162,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,ARHAM JEWELLERS,,1,11.51,11.51,10.589,0,,0,0,0,0,0,18
,,,,,,FG-BHSHW,,,,0,0,0,0,367.17,AG-22KT-YELLOW,0,11.51,0,37983,,
COMPANY STOCK,RJTCHNREGROD-167,RJTCHNREGROD-167-1,"22KT,YELLOW",SCHN81770,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,23.82,23.82,21.914,0,,0,0,0,0,0,18
,,,,,,FG-BHSHW,,,,0,0,0,0,180.48,AG-22KT-YELLOW,0,23.82,0,73041.65,,
OWNER STOCK,RJTCHNREGREG-102,RJTCHNREGREG-102-1,"22KT,YELLOW",SCHN36786,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,1,21.779,21.779,20.037,0,,0,0,0,0,0,18
,,,,,,FG-BHSHW,,,,0,0,0,0,197.39,AG-22KT-YELLOW,0,21.779,0,0,,
COMPANY STOCK,RJTCHNREGROD-166,RJTCHNREGROD-166-1,"22KT,YELLOW",SCHN81771,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,25.839,25.839,23.772,0,,0,0,0,0,0,18
,,,,,,FG-BHSHW,,,,0,0,0,0,166.38,AG-22KT-YELLOW,0,25.839,0,79232.71,,
COMPANY STOCK,CBTCHNREGREG-531,CBTCHNREGREG-531-1,"22KT,YELLOW",SCHN28035,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,MACALUCKSHMI JEWELLERS,,1,24.301,24.301,22.357,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,173.91,AG-22KT-YELLOW,0,24.301,0,76449.12,,
COMPANY STOCK,RJTCHNREGREG-188,RJTCHNREGREG-188-1,"22KT,YELLOW",SCHN92468,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,IN HOUSE (164),,1,18.09,18.09,16.643,0,,0,0,0,0,0,27
,,,,,,FG-BHSHW,,,,0,0,0,0,237.64,AG-22KT-YELLOW,0,18.09,0,9.05,,
